"","Fecha","Departamento","Municipio","Día","Hora","Barrio","Zona","Clase.de.sitio","Edad","Sexo","Estado.civil","Clase.de.empleado","Profesión","Escolaridad","Delito.Captura","Código.DANE","Cantidad"
"11","01/07/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 11:27:00 PM","SANTA TERESITA","RURAL","VIAS PUBLICAS","26","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 239. HURTO PERSONAS",1
"12","01/08/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 01:00:00 PM","SAN FERNANDO C.7","URBANA","INSTALACIONES DE LA POLICIA","28","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 239. HURTO RESIDENCIAS",1
"13","01/10/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 04:20:00 PM","VDA. EL RODEO","RURAL","CARRETERA","36","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"14","01/11/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 10:05:00 AM","VDA. EL RODEO","RURAL","CARRETERA","31","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"15","01/12/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 02:30:00 PM","VDA. EL RODEO","RURAL","CARRETERA","38","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 454. FRAUDE A RESOLUCIÓN JUDICIAL O ADMINISTRATIVA DE POLICÍA",1
"16","01/12/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 04:50:00 PM","SECTOR VIADUCTO","URBANA","VIAS PUBLICAS","58","MASCULINO","SOLTERO","PENSIONADO","-","-",66170000,"ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS",1
"17","01/13/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 03:20:00 PM","VDA. EL RODEO","RURAL","CARRETERA","36","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"18","01/13/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 09:50:00 AM","LOS LIBERTADORES","URBANA","VIAS PUBLICAS","43","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"19","01/14/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 08:30:00 AM","LOS PINOS","URBANA","VIAS PUBLICAS","16","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"20","01/14/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 09:40:00 PM","CERRO AZUL","URBANA","VIAS PUBLICAS","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"21","01/15/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 04:00:00 PM","LA SULTANA","URBANA","CASAS DE HABITACION","24","MASCULINO","SOLTERO","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"22","01/15/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:00:00 AM","VDA. EL RODEO","RURAL","CARRETERA","21","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"23","01/15/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 09:50:00 AM","SAN JUDAS","URBANA","VIAS PUBLICAS","20","MASCULINO","SOLTERO","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"24","01/16/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 10:30:00 PM","BOSQUE DE LA  ACUARELA","URBANA","CASAS DE HABITACION","41","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS",1
"25","01/16/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 06:15:00 PM","SANTA MONICA","URBANA","HOSPITALES","27","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"26","01/16/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 06:15:00 PM","SANTA MONICA","URBANA","HOSPITALES","29","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"27","01/16/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 06:15:00 PM","SANTA MONICA","URBANA","HOSPITALES","30","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"28","01/16/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 11:45:00 PM","LA PLAYITA","URBANA","VIAS PUBLICAS","37","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"29","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:30:00 PM","SAN JUDAS","URBANA","VIAS PUBLICAS","27","FEMENINO","SOLTERO","AMA DE CASA","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"30","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","18","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"31","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","21","FEMENINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"32","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","25","MASCULINO","UNION LIBRE","EMPLEADO EJERCITO","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"33","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","31","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"34","01/17/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","35","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"35","01/18/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 11:40:00 AM","CESAR AUGUSTO LOPEZ ARIAS","URBANA","VIAS PUBLICAS","17","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"36","01/18/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 11:15:00 AM","VDA. EL RODEO","RURAL","CARRETERA","32","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"37","01/18/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","15","FEMENINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"38","01/18/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 06:20:00 PM","SANTA TERESITA","URBANA","CASAS DE HABITACION","17","MASCULINO","SOLTERO","ESTUDIANTE","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"39","01/18/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 12:20:00 PM","SAN DIEGO","URBANA","VIAS PUBLICAS","26","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"40","01/19/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 08:00:00 AM","VDA. LA UNION","RURAL","VIAS PUBLICAS","27","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"41","01/20/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 07:30:00 PM","GUADUALITO","URBANA","VIAS PUBLICAS","38","MASCULINO","CASADO","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"42","01/20/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 04:20:00 PM","VILLA MARIA","URBANA","VIAS PUBLICAS","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"43","01/20/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 10:15:00 PM","MARTILLO","URBANA","VIAS PUBLICAS","19","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"44","01/20/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 04:36:00 PM","LOS LIBERTADORES","URBANA","VIAS PUBLICAS","35","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"45","01/20/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 10:16:00 PM","MARTILLO","URBANA","VIAS PUBLICAS","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"46","01/21/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 06:00:00 AM","VERSALLES","URBANA","VIAS PUBLICAS","18","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR",1
"47","01/21/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 05:30:00 AM","CAMPESTRE D","URBANA","VIAS PUBLICAS","31","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR",1
"48","01/21/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 07:20:00 PM","VILLA MARIA","URBANA","VIAS PUBLICAS","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"49","01/21/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Domingo","12/31/1899 10:22:00 AM","MILAN","URBANA","VIAS PUBLICAS","25","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 265. DAÑO EN BIEN AJENO",1
"50","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 03:30:00 PM","VDA. EL RODEO","RURAL","CARRETERA","39","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"51","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 01:30:00 PM","LA MARIANA","URBANA","VIAS PUBLICAS","16","MASCULINO","SOLTERO","ESTUDIANTE","-","-",66170000,"ARTÍCULO 244. EXTORSIÓN",1
"52","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 01:30:00 PM","LA MARIANA","URBANA","VIAS PUBLICAS","19","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 244. EXTORSIÓN",1
"53","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 01:30:00 PM","LA MARIANA","URBANA","VIAS PUBLICAS","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 244. EXTORSIÓN",1
"54","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 11:50:00 AM","SAN JUDAS","URBANA","VIAS PUBLICAS","33","MASCULINO","UNION LIBRE","COMERCIANTE","-","-",66170000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"55","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 03:25:00 PM","GUADUALITO","URBANA","VIAS PUBLICAS","25","FEMENINO","UNION LIBRE","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO",1
"56","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 03:55:00 PM","LA CAPILLA","URBANA","VIAS PUBLICAS","37","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"57","01/22/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 03:55:00 PM","LA CAPILLA","URBANA","VIAS PUBLICAS","55","MASCULINO","DIVORCIADO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"58","01/23/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 04:00:00 PM","VALHER","URBANA","VIAS PUBLICAS","38","MASCULINO","CASADO","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"59","01/23/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 12:00:00 AM","LA PLAYITA","URBANA","VIAS PUBLICAS","21","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 346. UTILIZACIÓN ILEGAL DE UNIFORMES E INSIGNIAS",1
"60","01/23/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 05:27:00 PM","VDA. EL RODEO","RURAL","CARRETERA","35","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"61","01/23/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 12:57:00 AM","LOS LIBERTADORES","RURAL","VIAS PUBLICAS","19","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"62","01/23/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Martes","12/31/1899 12:57:00 AM","LOS LIBERTADORES","RURAL","VIAS PUBLICAS","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"63","01/24/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 11:30:00 PM","CAMPESTRE A","URBANA","VIAS PUBLICAS","47","MASCULINO","UNION LIBRE","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"64","01/24/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 02:15:00 PM","SAN DIEGO","URBANA","VIAS PUBLICAS","22","MASCULINO","UNION LIBRE","INDEPENDIENTE","-","-",66170000,"ARTÍCULO 103. HOMICIDIO",1
"65","01/24/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Miércoles","12/31/1899 12:00:00 AM","LA PLAYITA","URBANA","VIAS PUBLICAS","20","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"66","01/25/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 08:00:00 AM","EL  MARTILLO","URBANA","VIAS PUBLICAS","23","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"67","01/25/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Jueves","12/31/1899 08:00:00 AM","LA AURORA","URBANA","VIAS PUBLICAS","16","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR",1
"68","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 03:30:00 PM","LA GRACIELA","URBANA","VIAS PUBLICAS","33","MASCULINO","CASADO","COMERCIANTE","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"69","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 04:50:00 PM","AV. EL POLLO V-1","URBANA","VIAS PUBLICAS","31","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"70","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 09:20:00 AM","LOS NARANJOS","URBANA","VIAS PUBLICAS","19","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"71","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 09:20:00 AM","LOS NARANJOS","URBANA","VIAS PUBLICAS","22","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 111. LESIONES PERSONALES",1
"72","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 11:50:00 PM","LAS VIOLETAS","URBANA","VIAS PUBLICAS","19","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66170000,"ARTÍCULO 265. DAÑO EN BIEN AJENO",1
"73","01/26/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Viernes","12/31/1899 09:38:00 AM","EL JAPON","URBANA","VIAS PUBLICAS","29","FEMENINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"74","01/27/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 10:15:00 AM","VDA. EL ESTANQUILLO","RURAL","VIAS PUBLICAS","17","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO",1
"75","01/27/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Sábado","12/31/1899 01:45:00 PM","VDA. EL RODEO","RURAL","CARRETERA","30","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"76","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","CAMPESTRE B","URBANA","CASAS DE HABITACION","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"77","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","CAMPESTRE B","URBANA","CASAS DE HABITACION","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"78","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","EL JAPON","URBANA","CASAS DE HABITACION","19","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"79","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","LA AURORA","URBANA","CASAS DE HABITACION","28","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"80","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","OCARINA","URBANA","CASAS DE HABITACION","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"81","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","VALHER","URBANA","VIAS PUBLICAS","23","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"82","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","VILLA CLARA","URBANA","CASAS DE HABITACION","24","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"83","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","VILLA CLARA","URBANA","CASAS DE HABITACION","26","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
"84","01/29/2018 12:00:00 AM","RISARALDA","DOSQUEBRADAS","Lunes","12/31/1899 06:30:00 AM","VILLA CLARA","URBANA","CASAS DE HABITACION","52","FEMENINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66170000,"ARTÍCULO 340. CONCIERTO PARA DELINQUIR",1
