"","Fecha","Departamento","Municipio","Día","Hora","Barrio","Zona","Clase.de.sitio","Edad","Sexo","Estado.civil","Clase.de.empleado","Profesión","Escolaridad","Delito.Captura","Código.DANE","Cantidad"
"84365","01/11/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Jueves","mañana","SAN JUAN","URBANA","CASAS DE HABITACION","19","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR",1
"84366","01/11/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Jueves","noche","SANTAFE","URBANA","VIAS PUBLICAS","21","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84367","01/12/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Viernes","mañana","GUAYACANES COM. SAN JOAQUIN","URBANA","VIAS PUBLICAS","19","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR",1
"84368","01/12/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Viernes","tarde","COROCITO","URBANA","VIAS PUBLICAS","41","MASCULINO","SOLTERO","AGRICULTOR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84369","01/12/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Viernes","tarde","SAN ESTEBAN","URBANA","VIAS PUBLICAS","23","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 226. INJURIA POR VÍAS DE HECHO",1
"84370","01/12/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Viernes","tarde","VDA. LA HONDA","RURAL","VIAS PUBLICAS","30","MASCULINO","SOLTERO","AGRICULTOR","-","-",66001000,"ARTÍCULO 103. HOMICIDIO",1
"84371","01/13/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Sábado","tarde","SECTOR CARCEL LA 40","URBANA","VIAS PUBLICAS","43","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84372","01/13/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Sábado","noche","SECTOR PARQUE LA LIBERTAD","URBANA","VIAS PUBLICAS","55","MASCULINO","SOLTERO","COMERCIANTE","-","-",66001000,"ARTÍCULO 206. ACTO SEXUAL VIOLENTO",1
"84373","01/13/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Sábado","noche","VDA. COMBIA","RURAL","VIAS PUBLICAS","16","MASCULINO","SOLTERO","ESTUDIANTE","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84374","01/13/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Sábado","mañana","VDA. MORELIA","RURAL","VIAS PUBLICAS","18","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS",1
"84375","01/14/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Domingo","mañana","POBLADO II","URBANA","VIAS PUBLICAS","23","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO",1
"84376","01/14/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Domingo","mañana","LA ISLA DE CUBA","URBANA","VIAS PUBLICAS","16","FEMENINO","SOLTERO","ESTUDIANTE","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84377","01/14/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Domingo","tarde","PLAZA CIVICA CIUDAD VICTORIA","URBANA","ALMACENES","38","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 239. HURTO ENTIDADES COMERCIALES",1
"84378","01/14/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Domingo","tarde","VDA. EL JORDAN","RURAL","CARRETERA","28","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 291. USO DE DOCUMENTO FALSO",1
"84379","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","mañana","COROCITO","URBANA","VIAS PUBLICAS","22","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84380","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","mañana","LA PUPY","RURAL","EMPRESA","29","MASCULINO","UNION LIBRE","INDEPENDIENTE","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84381","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","mañana","LA PUPY","RURAL","EMPRESA","49","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84382","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","mañana","LA PUPY","RURAL","EMPRESA","55","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84383","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","tarde","SECTOR PLAZA DE BOLIVAR","URBANA","VIAS PUBLICAS","25","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84384","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","mañana","LA VICTORIA","URBANA","VIAS PUBLICAS","31","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84385","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","tarde","MALAGA","URBANA","VIAS PUBLICAS","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84386","01/15/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Lunes","tarde","BOSQUE DE SANTA ELENA","URBANA","VIAS PUBLICAS","20","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84387","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","tarde","PRIMERO DE FEBRERO 1","URBANA","VIAS PUBLICAS","17","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 103. HOMICIDIO",1
"84388","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","tarde","PRIMERO DE FEBRERO 1","URBANA","VIAS PUBLICAS","18","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 103. HOMICIDIO",1
"84389","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","CAIMALITO","RURAL","VIAS PUBLICAS","29","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO",1
"84390","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","ALCAZARES CUBA V-3","URBANA","VIAS PUBLICAS","22","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84391","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","SAMARIA I","URBANA","VIAS PUBLICAS","22","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84392","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","SAMARIA I","URBANA","VIAS PUBLICAS","24","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84393","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","TERRANOVA","URBANA","VIAS PUBLICAS","24","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 111. LESIONES PERSONALES",1
"84394","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","TERRANOVA","URBANA","VIAS PUBLICAS","54","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 111. LESIONES PERSONALES",1
"84395","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","TERRANOVA","URBANA","VIAS PUBLICAS","52","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 111. LESIONES PERSONALES",1
"84396","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","TERRANOVA","URBANA","VIAS PUBLICAS","56","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 111. LESIONES PERSONALES",1
"84397","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","PLUMON ALTO","URBANA","VIAS PUBLICAS","53","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS",1
"84398","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","mañana","SECTOR GALERIA CENTRAL","URBANA","VIAS PUBLICAS","26","MASCULINO","SOLTERO","DESEMPLEADO","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84399","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","SECTOR PARQUE LA LIBERTAD","URBANA","VIAS PUBLICAS","20","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84400","01/16/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Martes","noche","SECTOR PARQUE LA LIBERTAD","URBANA","VIAS PUBLICAS","35","MASCULINO","SOLTERO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 239. HURTO PERSONAS",1
"84401","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","tarde","TERMINAL DE TRANSPORTES","URBANA","TERMINAL DE TRANSPORTES","45","MASCULINO","CASADO","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"84402","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","tarde","VDA. LA FLORIDA","RURAL","VIAS PUBLICAS","28","MASCULINO","SOLTERO","INDEPENDIENTE","-","-",66001000,"ARTÍCULO 447. RECEPTACIÓN",1
"84403","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","PEAJE CERRITOS","RURAL","CARRETERA","36","FEMENINO","UNION LIBRE","AMA DE CASA","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84404","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","PEAJE CERRITOS","RURAL","CARRETERA","43","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84405","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","PEAJE CERRITOS","RURAL","CARRETERA","50","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84406","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","PEAJE CERRITOS","RURAL","CARRETERA","59","FEMENINO","SOLTERO","AMA DE CASA","-","-",66001000,"ARTÍCULO 376. TRÁFICO, FABRICACIÓN O PORTE DE ESTUPEFACIENTES",1
"84407","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","CAIMALITO","URBANA","VIAS PUBLICAS","38","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 365. FABRICACIÓN, TRÁFICO, PORTE O TENENCIA DE ARMAS DE FUEGO,ACCESORIOS, PARTES O MUNICIONES",1
"84408","01/17/2018 12:00:00 AM","RISARALDA","PEREIRA (CT)","Miércoles","noche","VDA. BETULIA","RURAL","VIAS PUBLICAS","48","MASCULINO","UNION LIBRE","EMPLEADO PARTICULAR","-","-",66001000,"ARTÍCULO 331. DAÑOS EN LOS RECURSOS NATURALES",1
